"asn","name","description","country_code","traffic_estimation","traffic_ratio","rir_country_code","rir_date_allocated"
"132167","OML-MM","OOREDOO MYANMAR","MM","200-300Gbps","Heavy Inbound","MM",2013-09-17
"45289","INDOTRANS-AS-ID","Indotrans Data, PT","ID","1-5Gbps","Balanced","",NA
"17451","BIZNET-AS-AP","BIZNET NETWORKS","ID","200-300Gbps","Heavy Inbound","ID",2000-11-07
"23860","ALLIANCE-GATEWAY-AS-AP","Alliance Broadband Services Pvt. Ltd.","IN","","Mostly Inbound","IN",2005-08-31
"33363","BHN-33363","Charter Communications, Inc","US","","Not Disclosed","US",2004-12-03
"209","CENTURYLINK-US-LEGACY-QWEST","CenturyLink Communications, LLC","US","","Balanced","US",1998-11-13
"12400","PARTNER-AS","Partner Communications Ltd.","IL","","Not Disclosed","IL",1999-05-03
"266590","Digital Candeias","Digital Candeias","BR","","","",NA
"265241","Data Fibra Telecom","Data Fibra Telecom","BR","50-100Gbps","Mostly Inbound","BR",2015-12-29
"6429","Telmex Chile Internet S.A.","Telmex Chile Internet S.A.","CL","","Not Disclosed","CL",2001-04-19
"135629","WESTCLOUDDATA","Ningxia West Cloud Data Technology Co.Ltd.","CN","","","CN",2016-10-13
"135026","THINKDREAM-AS-AP","ThinkDream Technology Limited","HK","","","HK",2016-01-12
"18002","WORLDPHONE-IN","AS Number for Interdomain Routing","IN","20-50Gbps","Mostly Inbound","IN",2002-02-15
"133441","CLOUDITIDC-KR","CloudITIDC Global","KR","20-50Gbps","Mostly Outbound","HK",2018-06-04
"264205","EN InformiÂ¿Â½tica & Provedor de Internet LTDA - ME","EN InformiÂ¿Â½tica & Provedor de Internet LTDA - ME","BR","","","BR",2015-04-08
"4230","CLARO S.A.","CLARO S.A.","BR","","Mostly Inbound","BR",1999-11-16
"25159","SONICDUO-AS","PJSC MegaFon","RU","","","RU",2002-08-13
"4780","SEEDNET","Digital United Inc.","TW","1-5Tbps","Mostly Inbound","TW",1996-07-09
"15557","LDCOMNET","Societe Francaise Du Radiotelephone - SFR SA","FR","10-20Tbps","Balanced","FR",2000-08-03
"201147","DAGSVYAZ-TELECOM","Abdurakhmanov Magomed Zikrulaevich","RU","","","RU",2015-01-14
"31034","ARUBA-ASN","Aruba S.p.A.","IT","100-200Gbps","Mostly Outbound","IT",2004-02-12
"262145","Cooperativa de ElectrificaciAÂ³n Rural de San Carlos R.L. (Coopelesca R.L.)","Cooperativa de ElectrificaciAÂ³n Rural de San Carlos R.L. (Coopelesca R.L.)","CR","20-50Gbps","Heavy Outbound","CR",2011-08-10
"28668","Silva & Silveira Provedor de Internet Ltda","Silva & Silveira Provedor de Internet Ltda","BR","10-20Gbps","Heavy Inbound","BR",2006-10-06
"43554","CDS-AS","Cifrovye Dispetcherskie Sistemy LLC","UA","20-50Gbps","Balanced","UA",2007-08-21
"265931","Conecta Telecom","Conecta Telecom","BR","","","BR",2017-07-06
"701","UUNET","Verizon Business","US","1-5Tbps","Balanced","US",1990-08-03
"51904","UTEX-AS","Utex-Telecom LLC","RU","20-50Gbps","Mostly Inbound","RU",2010-11-26
"34757","SIBSET-NSK-AS","Sibirskie Seti Ltd.","RU","50-100Gbps","Mostly Inbound","RU",2005-03-30
"46664","VDI-NETWORK","VolumeDrive","US","","Balanced","US",2008-11-07
"267026","BLTV COMUNICACOES LTDA - ME","BLTV COMUNICACOES LTDA - ME","BR","10-20Gbps","Mostly Inbound","BR",2017-11-27
"134316","IAXN-AS","IAXN Telecom Pvt. Ltd.","IN","20-50Gbps","Heavy Inbound","",NA
"263980","G3 Telecom EIRELI","G3 Telecom EIRELI","BR","50-100Gbps","Balanced","BR",2015-09-03
"4785","XTOM-AS-JP","xTom","JP","50-100Gbps","Balanced","JP",2018-02-22
"12874","FASTWEB","Fastweb SpA","IT","1-5Tbps","Mostly Inbound","IT",1999-12-17
"39927","Elight-AS","E-Light-Telecom Ltd.","RU","","Not Disclosed","RU",2006-05-18
"209605","hostbaltic","UAB Host Baltic","LT","","","LT",2019-01-10
"45458","SBN-AWN-AS-02-AP","SBN-ISP/AWN-ISP and SBN-NIX/AWN-NIX","TH","1-5Tbps","Mostly Inbound","TH",2008-10-01
"20052","ARBOR","Arbor Networks, Inc.","US","","Not Disclosed","US",2001-03-19
"50477","SV-EN-AS","Svyaz-Energo Ltd.","RU","","","RU",2010-01-25
"38732","CMCTELECOM-AS-VN","CMC Telecom Infrastructure Company","VN","","","",NA
"6471","ENTEL CHILE S.A.","ENTEL CHILE S.A.","CL","","Not Disclosed","CL",1996-04-25
"199276","ermal","Tele.Co.Albania SHPK","AL","20-50Gbps","Mostly Inbound","AL",2013-04-02
"8611","UNSPECIFIED","Athens University of Economics and Business","GR","","","GR",1998-01-06
"50010","Nawras-AS","Sultanate of Oman","OM","300-500Gbps","Mostly Inbound","OM",2009-10-26
"42237","w1n","w1n ltd","GB","","Balanced","GB",2017-08-10
"26615","TIM S/A","TIM S/A","BR","300-500Gbps","Mostly Inbound","BR",2007-05-29
"42187","REGIT-AS","Regional Information Technologies Ltd.","RU","","","RU",2007-01-10
"58461","CT-HangZhou-IDC","No.288,Fu-chun Road","CN","","","CN",2011-12-01
"29238","Nisatel","Nisatel LTD","AL","","Not Disclosed","AL",2009-03-10
"31400","ACCELERATED-IT","firstcolo GmbH","DE","100-200Gbps","Mostly Outbound","DE",2004-05-06
"58061","SCALAXY-AS","Scalaxy B.V.","LV","","","LV",2019-08-06
"3243","MEO-RESIDENCIAL","MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.","PT","","Not Disclosed","PT",1994-07-29
"17995","SOLUSINET-AS-ID","PT iForte Global Internet","ID","20-50Gbps","Mostly Inbound","ID",2002-11-18
"35819","Mobily-AS","Etihad Etisalat Company (Mobily)","SA","","Not Disclosed","SA",2005-11-07
"133633","MULTITECHONLINE-BD","MultiTech Online","BD","","","BD",2014-09-12
"30822","MAGEAL-AS","Dubrovskaya Nataliya Vladislavovna","RU","","","RU",2003-12-15
"12430","VODAFONE_ES","ES","ES","","Not Disclosed","ES",1999-05-18
"3255","UARNET-AS","UARNet-StelNet","UA","1-5Tbps","Balanced","UA",1994-09-21
"24750","CISBG","MyAcct LTD","BG","","","BG",2002-03-14
"32098","TRANSTELCO-INC","Transtelco Inc","US","5-10Tbps","Mostly Inbound","US",2004-02-26
"10439","CARINET","CariNet, Inc.","US","50-100Gbps","Balanced","US",1997-08-05
"134763","CT-DongGuan-IDC","CHINANET Guangdong province network","CN","","","",NA
"41019","burgasnet","Burgasnet LTD","BG","","","BG",2006-05-31
"396190","LEASEWEB-USA-SEA","Leaseweb USA, Inc.","US","","","US",2017-03-31
"29571","ORANGE-COTE-IVOIRE","Orange CA´te d'Ivoire","CI","50-100Gbps","Mostly Inbound","CI",2017-12-29
"54600","PEG-SV","PEG TECH INC","US","1-5Tbps","Heavy Outbound","US",2012-04-03
"56433","ASLANUA-NETWORK","LocalNet Ltd.","UA","","","UA",2011-02-18
"6697","BELPAK-AS","BELPAK","BY","","Not Disclosed","BY",1996-07-01
"51028","SVOLS-AS","Zummer LLC","RU","50-100Gbps","Balanced","RU",2010-05-19
"199366","TTNETDC","Yesilbir Bilisim Teknolojileri Bilgisayar Yayincilik Sanayi ve Ticaret Ltd. Sti.","TR","","","TR",2013-02-21
"42337","RESPINA-AS","Respina Networks & Beyond PJSC","IR","50-100Gbps","Mostly Inbound","IR",2007-02-05
"197343","TRLCo","Toloe Rayaneh Loghman Educational and Cultural Co.","IR","","","IR",2010-10-26
"24835","RAYA-AS","Vodafone Data - Egypt","EG","","Not Disclosed","EG",2007-09-20
"15808","ACCESSKENYA-KE","ACCESSKENYA GROUP LTD is an ISP serving","KE","","Mostly Inbound","KE",2000-10-18
"37200","SIMBANET-NIGERIA","Simbanet Nigeria Ltd","NG","","","NG",2010-04-12
"268501","Arriel Cardoso & Silva InformiÂ¿Â½tica Ltda","Arriel Cardoso & Silva InformiÂ¿Â½tica Ltda","BR","1-5Gbps","Balanced","",NA
"35104","KTC-AS","Jusan Mobile JSC","KZ","","Mostly Inbound","KZ",2005-06-03
"131183","EPNET-AS-AP","Empowering Net (epnet)","BD","","","BD",2017-11-20
"60068","CDN77","CDN77","GB","20-50Tbps","Mostly Outbound","GB",2014-06-04
"34700","CITYNET-AS","Maxnet LLC","UA","100-200Gbps","Mostly Inbound","UA",2005-03-18
"8570","LES","Public Data Network of Lipetsk region","RU","","","RU",1997-12-04
"263124","ZAP TELECOM LTDA","ZAP TELECOM LTDA","BR","50-100Gbps","Mostly Inbound","BR",2014-05-09
"265907","DAL MORA & CIA LTDA - EPP","DAL MORA & CIA LTDA - EPP","BR","","","BR",2017-06-29
"23724","CHINANET-IDC-BJ-AP","IDC, China Telecommunications Corporation","CN","","","CN",2003-04-22
"14522","Satnet","Satnet","EC","300-500Gbps","Mostly Inbound","EC",1999-12-28
"208102","SRVCORE","Anti-DDoS SERVICE RU","RU","","","RU",2019-10-02
"45184","DEN-ISP-AS-IN-AP","Den Digital Entertainment Pvt. Ltd. AS ISP india","IN","50-100Gbps","Balanced","IN",2008-04-18
"132770","GAZON-AS-IN","Gazon Communications India Limited","IN","200-300Gbps","Mostly Inbound","",NA
"29256","INT-PDN-STE-AS","STE PDN Internal AS","SY","","","SY",2003-07-10
"37085","OUT-AS","The Open University of Tanzania","TZ","","","TZ",2009-01-27
"28250","TELBRAX LTDA","TELBRAX LTDA","BR","5-10Gbps","Mostly Inbound","BR",2008-09-09
"43038","TVK-AS","MTS Kursk","RU","","","RU",2007-05-29
"39582","GRID","Grid Telekomunikasyon Hizmetleri AS","TR","1-5Gbps","Mostly Inbound","TR",2006-03-21
"135607","INFINIVAN-AS-AP","Infinivan Incorporated","PH","500-1000Gbps","Balanced","PH",2016-10-04
"49588","SlvNet-as","SDS-Vostok Ltd.","UA","50-100Gbps","Mostly Inbound","UA",2009-07-09
"262186","TV AZTECA SUCURSAL COLOMBIA","TV AZTECA SUCURSAL COLOMBIA","CO","500-1000Gbps","Mostly Inbound","CO",2012-07-16
"135371","FORTUNEINTERNATIONAL-AS-AP","Fortune Broadband","MM","5-10Gbps","Mostly Inbound","MM",2016-04-22
"132445","KHETAN-IN","Khetan Cable Network Pvt. Limited","IN","1-5Gbps","Mostly Outbound","IN",2012-10-09
"37492","ORANGE-TN","Orange  Tunisie","TN","300-500Gbps","Mostly Inbound","TN",2012-08-22
"852","ASN852","TELUS Communications Inc.","CA","5-10Tbps","Mostly Inbound","CA",1998-04-16
"20845","DIGICABLE","DIGI Tavkozlesi es Szolgaltato Kft.","HU","300-500Gbps","Balanced","HU",2001-06-15
"8359","MTS","MTS PJSC","RU","10-20Tbps","Balanced","RU",1997-06-26
