"asn","name","description","country_code","traffic_estimation","traffic_ratio","rir_country_code","rir_date_allocated"
"28543","Mexico Red de Telecomunicaciones, S. de R.L. de C.V.","Mexico Red de Telecomunicaciones, S. de R.L. de C.V.","MX","","","MX",2009-06-11
"10993","AERIONET-INC","Aerioconnect","US","","Mostly Inbound","US",1998-03-02
"38700","SMILESERV-AS-KR","SMILESERV","KR","","","",NA
"134420","CHINATELECOM-Chongqing-IDC","Chongqing Telecom","CN","","","",NA
"47169","HPC-MVM-AS","MVM NET Zrt.","HU","10-20Gbps","Mostly Inbound","HU",2008-05-08
"2116","GlobalConnect-NO","GLOBALCONNECT AS","NO","500-1000Gbps","Balanced","NO",1993-02-03
"133693","SKISP-AS-IN","Sri Krishna Internet Services Private Limited","IN","1-5Gbps","Mostly Inbound","",NA
"136217","MOON-AS-AP","MOON NET","BD","","","BD",2017-01-20
"131388","HTS-AS-VN","VIET NAM HT GROUP JOINT STOCK COMPANY","VN","","","",NA
"136326","VARESHA-AS","Sarva Airworld Network Pvt. Ltd.","IN","","Not Disclosed","",NA
"41937","MOJASUPERNOVA","TELEKOM SRBIJA a.d.","RS","300-500Gbps","Mostly Inbound","RS",2006-11-21
"268172","Golden Fibra Provedor de Internet","Golden Fibra Provedor de Internet","BR","","","BR",2019-02-04
"139904","KTL-AS-AP","Kloud Technologies Limited","BD","","Mostly Inbound","BD",2019-12-19
"203695","ISP-AS","Saypudinov Ayatula","RU","","","RU",2015-11-18
"35478","DATACENTER","Bunea TELECOM SRL","RO","","","RO",2019-02-15
"61344","INLan-NET-AS","IN-Lan ISP","UA","","","UA",2012-11-15
"12334","UNSPECIFIED","Galicia - Spain","ES","","","ES",1999-03-19
"24154","APBT-AS-TW","Asia Pacific Broadband Fixed Lines Co., Ltd.","TW","","","",NA
"38753","SOLUSINDO-AS-ID","Solusindo Bintang Pratama, PT","ID","5-10Gbps","Mostly Inbound","",NA
"63497","ARANANETWORK-AS-ID","PT. Arana Teknologi Indonesia","ID","5-10Gbps","Not Disclosed","",NA
"49289","Media-Veneto","AS49289 Network","IT","","Mostly Inbound","IT",2015-01-09
"56158","THEGIOISO-AS-VN","Digital world data online company","VN","","","VN",2015-12-09
"53058","ABAETE NET SERVIiÂ¿Â½OS EM TECNOL. DE INFORMiÂ¿Â½TICA LTDA","ABAETE NET SERVIiÂ¿Â½OS EM TECNOL. DE INFORMiÂ¿Â½TICA LTDA","BR","","","",NA
"44600","GT-AS","""GIGATRANS UKRAINE"", LLC","UA","","Not Disclosed","UA",2008-02-11
"47321","IIF-AS","Autonomous Non-Profit Organization ""Institute of Engineering Physics""","RU","10-20Gbps","Heavy Inbound","RU",2008-06-03
"47283","ZEUS-UA-AS","FOP Koval Dmitro Orestovich","UA","20-50Gbps","Mostly Inbound","UA",2008-05-28
"28118","ALTICE DOMINICANA S.A.","ALTICE DOMINICANA S.A.","DO","100-200Gbps","Not Disclosed","DO",2010-02-11
"13316","SES Sistemas ElectrAÂ³nicos S.A.","SES Sistemas ElectrAÂ³nicos S.A.","AR","100-1000Mbps","Mostly Outbound","AR",1999-04-14
"34359","UA-LINK-AS","Telecommunication company ""Link Telecom"" LTD","UA","","Heavy Inbound","UA",2004-12-23
"42922","KASPNET-AS","KaspNet Ltd.","RU","","","RU",2007-05-10
"204650","ErtebatateSabeteAvaArvand","Toloe Rayaneh Loghman Educational and Cultural Co.","IR","","","IR",2018-02-01
"138251","ZINIOSS-AS-IN","Zinios Information Technology Pvt Ltd","IN","","","",NA
"264440","POINT TELECOMUNICAiÂ¿Â½iÂ¿Â½ES LTDA ME","POINT TELECOMUNICAiÂ¿Â½iÂ¿Â½ES LTDA ME","BR","5-10Gbps","Heavy Inbound","BR",2014-10-24
"31619","CITYSTARS-AS","City Stars - Egypt","EG","","","EG",2007-09-20
"59652","GULFSTREAM","PE Mezenyev Rostislav Anatolievich","UA","","","UA",2012-09-07
"28537","Mexico Red de Telecomunicaciones, S. de R.L. de C.V.","Mexico Red de Telecomunicaciones, S. de R.L. de C.V.","MX","","","MX",2007-05-08
"265354","Microchip.Net Fibra iÂ¿Â½ptica","Microchip.Net Fibra iÂ¿Â½ptica","BR","5-10Gbps","Heavy Inbound","BR",2016-03-02
"262387","Intermicro Ltda","Intermicro Ltda","BR","10-20Gbps","Mostly Inbound","BR",2012-02-16
"53230","Clean Net Telecom Ltda","Clean Net Telecom Ltda","BR","50-100Gbps","Mostly Inbound","BR",2010-11-29
"29465","VCG-AS","MTN NIGERIA Communication limited","NG","100-200Gbps","Heavy Inbound","NG",2003-09-17
"53195","LOGTEL TELECOMUNICACOES E INFORMATICA LTDA ME","LOGTEL TELECOMUNICACOES E INFORMATICA LTDA ME","BR","50-100Gbps","Heavy Outbound","BR",2010-08-27
"51852","PLI-AS","Private Layer INC","PA","100-200Gbps","Mostly Outbound","PA",2010-11-15
"262514","TelecomDados Ltda","TelecomDados Ltda","BR","10-20Gbps","Not Disclosed","BR",2011-06-30
"135722","GLOBAL-AS","Teleglobal Communications Pvt Ltd","IN","","Not Disclosed","",NA
"10094","UNN-BN","Unified National Networks","BN","","Mostly Inbound","BN",2000-06-30
"262421","Vogel SoluiÂ¿Â½iÂ¿Â½es em Telecom e InformiÂ¿Â½tica S/A","Vogel SoluiÂ¿Â½iÂ¿Â½es em Telecom e InformiÂ¿Â½tica S/A","BR","","Mostly Inbound","",NA
"266539","LINQ TELECOMUNICAiÂ¿Â½OES LTDA ME","LINQ TELECOMUNICAiÂ¿Â½OES LTDA ME","BR","","Mostly Inbound","BR",2017-05-11
"264500","SoulTelecom - Provedor de Acesso a Internet","SoulTelecom - Provedor de Acesso a Internet","BR","","Not Disclosed","BR",2014-12-10
"33567","TELECOM-LESOTHO","TELECOM-LESOTHO","LS","","","LS",2005-01-24
"6846","UKRPACK","Joint Ukrainan-German Enterprise ""INFOCOM"" LLC","UA","","Not Disclosed","UA",1996-11-26
"58495","HSPNET-AS-ID","PT Parsaoran Global Datatrans","ID","50-100Gbps","Mostly Inbound","",NA
"23584","HYROADPUSAN-AS-KR","PUSAN CABLE TV SYSTEM CO., LTD.","KR","","","",NA
"25369","BANDWIDTH-AS","Hydra Communications Ltd","GB","200-300Gbps","Mostly Outbound","GB",2002-10-28
"27773","MILLICOM CABLE EL SALVADOR S.A. DE C.V.","MILLICOM CABLE EL SALVADOR S.A. DE C.V.","SV","","","SV",2005-06-13
"267203","TVC ServiiÂ¿Â½os de ComunicaiÂ¿Â½iÂ¿Â½o Ltda - ME","TVC ServiiÂ¿Â½os de ComunicaiÂ¿Â½iÂ¿Â½o Ltda - ME","BR","20-50Gbps","Balanced","BR",2018-02-15
"9070","Cooolbox","Cooolbox AD","BG","50-100Gbps","Balanced","BG",1998-11-25
"269119","Paulo Xavier Braga Andrade","Paulo Xavier Braga Andrade","BR","","","BR",2019-07-04
"197068","QRATOR","HLL LLC","RU","","Not Disclosed","RU",2010-05-17
"3254","AS-LUCKY","Lucky Net Ltd","UA","","","UA",1994-09-19
"17408","ABOVE-AS-AP","AboveNet Communications Taiwan","TW","50-100Gbps","Mostly Outbound","TW",2001-01-12
"17895","GLOBALREACH-AP","Globalreach eBusiness Networks, Inc.","PH","1-5Gbps","Heavy Inbound","PH",2001-08-08
"37584","FastNetAS","Fast Network Ltd","SS","","","SS",2013-04-09
"58967","ROSPL-AS-IN","RSBS ONLINE SERVICES PRIVATE LIMITED","IN","1-5Gbps","Balanced","",NA
"48830","TEC-AS","TransEuroCom LLC","AZ","","","AZ",2009-02-13
"267114","LINK NET BANDA LARGA EIRELI - ME","LINK NET BANDA LARGA EIRELI - ME","BR","1-5Gbps","Not Disclosed","BR",2017-12-27
"12025","IMDC-AS12025","Iron Mountain Data Center","US","5-10Gbps","Balanced","US",2007-05-30
"46026","BBT-AS-ID","BATAM BINTAN TELEKOMUNIKASI, PT","ID","","Not Disclosed","",NA
"8752","ASVT-NETWORK","Russia","RU","","Not Disclosed","RU",1998-04-15
"24527","DAKARANET-AS-ID","Internet Service Provider","ID","1-5Gbps","Mostly Outbound","",NA
"27419","BIGRIVER","Big River Telephone","US","","","US",2003-03-03
"138141","IDNIC-BROTHER-AS-ID","PT. Waluya Istana Nusantara","ID","10-20Gbps","Balanced","",NA
"263405","GIGANET SERVICOS DE INTERNET LTDA ME","GIGANET SERVICOS DE INTERNET LTDA ME","BR","50-100Gbps","Heavy Inbound","BR",2014-04-01
"45669","Mobilink-AS-PK","PMCL /LDI IP TRANSIT","PK","1-5Tbps","Heavy Inbound","PK",2009-03-31
"262476","PROVEDOR BRCENTRAL.NET LTDA","PROVEDOR BRCENTRAL.NET LTDA","BR","100-200Gbps","Mostly Inbound","BR",2011-05-25
"265312","Portal ConexiÂ¿Â½o Ltda","Portal ConexiÂ¿Â½o Ltda","BR","","","BR",2016-02-02
"47526","NORIS-ITK","Noris-ITK UG (Haftungsbeschraenkt)","DE","5-10Gbps","Mostly Outbound","DE",2023-09-06
"31027","GlobalConnect-AS31027","GlobalConnect A/S","DK","1-5Tbps","Mostly Inbound","DK",2004-02-10
"131386","LVSS-AS-VN","Long Van System Solution JSC","VN","","","",NA
"28300","MMA ACESSORIOS E SERVICOS DE INFORMATICA LTDA.","MMA ACESSORIOS E SERVICOS DE INFORMATICA LTDA.","BR","300-500Gbps","Heavy Inbound","BR",2007-06-11
"136332","ADRIINFO-AS","Adri Infocom Pvt Ltd","IN","","","",NA
"206898","bladeservers","Server Hosting Pty Ltd","AU","10-20Gbps","Mostly Outbound","AU",2016-10-13
"131325","CHINATELECOM-JIANGSU-NANTONG-MAN","CHINATELECOM JIANGSU province NANTONG MAN network","CN","","","CN",2017-01-13
"58597","MSINFOWEB-IN","M.S. Info Web Pvt. Ltd.","IN","","Balanced","IN",2012-05-10
"3168","ASINTELECOMTV","PE Dityatev Sergey Yurievich","RU","","","RU",2012-04-26
"48323","NEIRONSYSTEMS-NET","PP Neiron Systems","UA","","","UA",2008-11-12
"135699","STNINFO-AS","Stn Infotech Pvt. Ltd.","IN","","","",NA
"136224","CITYONLINELTD-AS-AP","City Online Ltd.","BD","50-100Gbps","Mostly Inbound","BD",2017-01-20
"24435","SUPERNET-PAKISTAN-AS-AP","Supernet Limited Transit Autonomous System Number","PK","","Not Disclosed","PK",2005-04-26
"135761","ULNPLSUM-AS","Userlinks Netcom Pvt. Ltd.","IN","10-20Gbps","Heavy Outbound","",NA
"137085","ANI89-AS-IN","Ani Broadband Service Pvt Ltd","IN","100-200Gbps","Balanced","",NA
"203730","SVIAZINVESTREGION","SVIAZINVESTREGION LLC","RU","","","RU",2018-04-17
"39517","RIPE NCC ASN block","RIPE NCC ASN block","","","","",NA
"28201","Companhia Itabirana TelecomunicaiÂ¿Â½iÂ¿Â½es Ltda","Companhia Itabirana TelecomunicaiÂ¿Â½iÂ¿Â½es Ltda","BR","300-500Gbps","Mostly Inbound","BR",2008-04-09
"262740","VELOO NET LTDA","VELOO NET LTDA","BR","100-200Gbps","Balanced","BR",2010-05-24
"38067","RADIANT","Radiant Communications Limited","BD","50-100Gbps","Mostly Inbound","BD",2006-06-16
"267829","CABLE VIDEO IMAGEN CANAL 5 S.R.L","CABLE VIDEO IMAGEN CANAL 5 S.R.L","AR","5-10Gbps","Balanced","AR",2019-04-09
"270243","FAMNET TELECOM PROVEDORES DE ACESSO LTDA","FAMNET TELECOM PROVEDORES DE ACESSO LTDA","BR","","","BR",2020-01-15
"263905","New Group Telecomunicacoes LTDA","New Group Telecomunicacoes LTDA","BR","10-20Gbps","Heavy Inbound","BR",2015-08-05
"28255","WEST INTERNET BANDA LARGA","WEST INTERNET BANDA LARGA","BR","5-10Gbps","Mostly Inbound","BR",2008-09-29
"51151","COMENERSOL-AS","Comunicaciones Enersol, S.L.","ES","","Not Disclosed","ES",2010-06-09
"42020","LibanTelecom","OGERO","LB","","Not Disclosed","LB",2006-12-05
"136637","CIFYIT-AS-IN","Cify IT Services Pvt Ltd","IN","","","",NA
"41341","TMK-AS","Joint Stock Company TransTeleCom","RU","","","RU",2006-07-26
"56667","INTERCOM-AS","Intercom LLC","RU","","","RU",2011-04-21
"8251","NFX_ZSPO","FreeTel, s.r.o.","CZ","50-100Gbps","Mostly Inbound","CZ",2006-07-17
"53013","W I X NET DO BRASIL LTDA - ME","W I X NET DO BRASIL LTDA - ME","BR","500-1000Gbps","Balanced","BR",2011-07-05
"43092","RIPE NCC ASN block","RIPE NCC ASN block","","50-100Gbps","Balanced","",NA
"43370","OBIT-KZ-AS","Obit Telecommunications, Kazakhstan network","KZ","","","KZ",2007-07-20
"47678","SUNLINE-AS","""Sunline.net.ua"" LTD","UA","","","UA",2008-07-31
"34168","ELCOM-ISP-AS","PJSC Rostelecom","RU","","","RU",2004-11-10
"28360","WKVE Asses. em ServiiÂ¿Â½os de Inform. e Telecom. Ltda","WKVE Asses. em ServiiÂ¿Â½os de Inform. e Telecom. Ltda","BR","10-20Gbps","Mostly Inbound","BR",2007-11-14
"59793","CISP-AS","Corporate Internet Service Provider LLC","RU","","","RU",2014-09-26
"8393","ASTEL-AS","Alma-Ata","KZ","1-5Gbps","Mostly Inbound","KZ",1997-07-24
"133119","UNICOM-CN","China Unicom IP network","CN","","","",NA
"134756","ChinaNet-NANJING-JISHAN-IDC","CHINANET Nanjing Jishan IDC network","CN","","","",NA
"50553","ASSTALNET","OOO Stalnet","RU","","","RU",2010-06-22
"51469","Petiak","Petiak System Co JSC","IR","","","IR",2010-09-01
"27882","TelefAÂ³nica Celular de Bolivia S.A.","TelefAÂ³nica Celular de Bolivia S.A.","BO","","Not Disclosed","BO",2007-02-15
"64077","RADIANT-IPTV-AS-AP","One Stop Media & Entertainment","BD","","","BD",2015-12-31
"3225","Gulfnet-Kuwait","GULFNET COMMUNICATIONS CO. WLL","KW","10-20Gbps","","KW",1994-05-27
"61675","GRANDE REDE TELECOM EIRELLE","GRANDE REDE TELECOM EIRELLE","BR","","","BR",2014-09-03
"51937","IPM-AS","RIA InfoPlanshetMedia Ltd","UA","","","UA",2010-12-02
"202254","LDL","LIFECELL DIGITAL LTD","TR","","","TR",2018-06-18
"135262","OUTOFBOX-AS","Outofbox Networks Private Limited","IN","20-50Gbps","Balanced","",NA
"262503","WIKI TELECOMUNICACOES EIRELI","WIKI TELECOMUNICACOES EIRELI","BR","500-1000Gbps","Balanced","BR",2011-06-20
"37228","Olleh-Rwanda-Networks","Olleh Rwanda Networks","RW","","Not Disclosed","RW",2010-06-22
"15626","ITLAS","ITL LLC","UA","","Not Disclosed","UA",2000-08-28
"63885","MYNET-AS-ID","PT Inovasi Tjaraka Buana","ID","10-20Gbps","Balanced","",NA
"43019","farahnet","Farah Net S.a.r.l.","LB","10-20Gbps","Mostly Inbound","LB",2007-05-24
"61461","Airtek Solutions C.A.","Airtek Solutions C.A.","VE","1-5Tbps","Mostly Inbound","VE",2014-07-15
"41794","SIBSET-BARN-AS","Sibirskie Seti Ltd.","RU","","","RU",2006-10-25
"51507","ASINTELLEKT","Ltd Intellect net","RU","","Not Disclosed","RU",2010-09-13
"25531","INTFRM-AS","PJSC Rostelecom","RU","","","RU",2002-12-24
"41661","ERTH-CHEL-AS","JSC ""ER-Telecom Holding""","RU","","","RU",2006-10-02
"46941","XAIRNET-CORP","Xairnet","PR","","","PR",2009-05-13
"264449","A. A. InformiÂ¿Â½tica e ManuteniÂ¿Â½iÂ¿Â½o Ltda","A. A. InformiÂ¿Â½tica e ManuteniÂ¿Â½iÂ¿Â½o Ltda","BR","","","BR",2014-10-31
"38209","CAMINTEL-AS","CAMINTEL, National Telecommunication Provider, Phnom Penh, Cambodia","KH","","","KH",2006-08-30
"49129","CGC-AS","LTD CGC Co","GE","","","GE",2009-04-16
"9389","CGWNET","BEIJING SHENZHOU GREATWALL COMMUNICATION","CN","","","",NA
"262916","Mega Cable, S.A. de C.V.","Mega Cable, S.A. de C.V.","MX","","","MX",2010-03-17
"16285","ASN-UMN","Technicheskaya Str.18b, Yekaterinburg, Russia","RU","","","RU",2001-02-16
"137118","SPARKLI-AS-IN","Sparklink.Net Pvt Ltd","IN","","","",NA
"25071","RadioCom-AS","69000, Ukraine, Zaporozhye","UA","","","UA",2002-07-19
"35393","EURO-WEB-AS","CTS Computers and Telecommunications Systems SAS","FR","20-50Gbps","Balanced","FR",2005-07-29
"133966","CNERGEE-AS","Cnergee Cloud Technology Solutions LLP","IN","","","",NA
"14282","PERSIS TELECOM","PERSIS TELECOM","BR","50-100Gbps","Mostly Inbound","BR",2000-03-22
"16232","ASN-TIM","Service Provider","IT","","","IT",2001-02-02
"21782","PLATEAU","Plateau Telecommunications Incorporated","US","","Mostly Inbound","US",2001-06-20
"264281","SIGNET TELECOM LTDA","SIGNET TELECOM LTDA","BR","1-5Gbps","Mostly Inbound","BR",2015-06-03
"8342","RTCOMM-AS","JSC RTComm.RU","RU","50-100Gbps","Mostly Outbound","RU",1997-06-11
"10030","CELCOMNET-AP","Celcom Axiata Berhad","MY","1-5Tbps","Heavy Inbound","MY",2000-06-15
"33779","wataniya-telecom-as","Wataniya Telecom Algerie","DZ","20-50Gbps","Mostly Inbound","DZ",2005-06-08
"262812","K.H.D. SILVESTRI E CIA LTDA","K.H.D. SILVESTRI E CIA LTDA","BR","10-20Gbps","Heavy Inbound","BR",2010-10-20
"34267","DEBRYANSK-AS-1","PJSC Rostelecom","RU","","","RU",2004-12-02
"15428","DAGNET-AS","DagNet Ltd.","RU","5-10Gbps","Mostly Inbound","RU",2007-02-19
"27941","CONSULNETWORK LTDA","CONSULNETWORK LTDA","CO","","Not Disclosed","CO",2007-10-30
"196939","HOME-NET-AS","HOMENET IT LLC","UA","","","UA",2010-02-17
"264759","PERGAMINO CELP INFRACOM S.A.","PERGAMINO CELP INFRACOM S.A.","AR","10-20Gbps","Not Disclosed","AR",2016-08-23
"56300","MYREPUBLIC-SG","MyRepublic Ltd.","SG","","","SG",2013-09-17
"24535","ISATNET-AS-ID","PT.Insan Sarana Telematika","ID","1-5Gbps","Heavy Inbound","",NA
"28267","LANTEC COMUNICACAO MULTIMIDIA LTDA","LANTEC COMUNICACAO MULTIMIDIA LTDA","BR","1-5Gbps","Mostly Inbound","BR",2008-11-11
"49368","DOMOLAN-AS","DomoLAN Ltd.","RU","50-100Gbps","Heavy Inbound","RU",2009-05-27
"266178","C2M SERVICOS DE INFORMATICA E TELECOMUNICACOES","C2M SERVICOS DE INFORMATICA E TELECOMUNICACOES","BR","100-1000Mbps","Mostly Inbound","BR",2017-04-18
"135235","MASTEK-AS","Mastek Infosystems O. Pvt. Ltd.","IN","","Not Disclosed","",NA
"262382","ASSOCIACAO PRUDENTINA DE EDUCACAO E CULTURA APEC","ASSOCIACAO PRUDENTINA DE EDUCACAO E CULTURA APEC","BR","","","BR",2012-02-08
"8544","NSP-INTL","Transit AS for PrimeTel (AS16229), SpiderNet (AS5425) and NetWay (AS30916) traffic","CY","","Mostly Inbound","CY",1997-11-12
"137050","STRATEQ-AS-AP","strateq data centre sdn bhd","MY","","","MY",2017-10-27
"50576","FREEEWAY-PLUS-UA","Zhytomyr","UA","1-5Gbps","Mostly Inbound","UA",2010-02-12
"206326","KIT-DN-AS","PE Kaplun Mykhaylo V.","UA","","","UA",2017-02-09
"136879","JARINDO-AS-ID","PT. Media Jaringan Indonesia","ID","1-5Gbps","Balanced","",NA
"52228","Cable Tica","Cable Tica","CR","300-500Gbps","Not Disclosed","CR",2010-03-02
"268237","CARLA ANDREIA ARAUJO DE OLIVEIRA EIRELI - ME","CARLA ANDREIA ARAUJO DE OLIVEIRA EIRELI - ME","BR","100-1000Mbps","Heavy Outbound","BR",2018-05-16
"37638","Orioncom","Orioncom SPRL","CD","1-5Gbps","Mostly Inbound","CD",2013-10-14
"197131","ASBAGNJUK","Ketnet Telecom Ltd","UA","","Not Disclosed","UA",2010-06-18
"34990","SKYINET-AS","Ltd. ""Cypher""","RU","","","RU",2005-05-13
"61873","SEVEN7 INTERNET PROVIDER","SEVEN7 INTERNET PROVIDER","BR","10-20Gbps","Not Disclosed","BR",2014-07-10
"17573","SKB-MINS-AS-KR","SK Broadband Co Ltd","KR","","","",NA
"39824","ALMANET-AS","JSC Alma Telecommunications","KZ","","","KZ",2006-04-28
"44546","ALFATELECOM","ALFA TELECOM s.r.o.","CZ","","","CZ",2008-02-05
"52973","YIPI Telecom LTDA.","YIPI Telecom LTDA.","BR","20-50Gbps","Mostly Inbound","BR",2011-02-17
"262808","Brasilnet TelecomunicaiÂ¿Â½iÂ¿Â½es Ltda ME","Brasilnet TelecomunicaiÂ¿Â½iÂ¿Â½es Ltda ME","BR","100-200Gbps","Heavy Inbound","BR",2010-10-15
"131471","LOGINMEPVTLTD-AS-AP","Login.Me (Pvt) Ltd","PK","50-100Gbps","Balanced","PK",2016-07-18
"263792","IN.PLANET S. A","IN.PLANET S. A","EC","","Not Disclosed","EC",2015-07-01
"37018","GALAXYBB-AS","Galaxy Backbone PLC","NG","","Not Disclosed","NG",2008-04-18
"207103","CONVEX-KIROVGRAD","LLC Cifrovie Seti Urala","RU","","","RU",2016-08-31
"265447","ROMiÂ¿Â½O E CARVALHO COMUNICAiÂ¿Â½iÂ¿Â½O E MULTIMiÂ¿Â½DIA LTDA ME","ROMiÂ¿Â½O E CARVALHO COMUNICAiÂ¿Â½iÂ¿Â½O E MULTIMiÂ¿Â½DIA LTDA ME","BR","1-5Gbps","Mostly Inbound","BR",2016-08-25
"134599","DIGITALDOTNET-AS-AP","Digital Dot Net (DDN)","BD","50-100Gbps","Heavy Inbound","BD",2018-08-14
"20978","TT_Mobil","Istanbul","TR","","","TR",2001-07-17
"138087","JAVAMEDIA-AS-ID","PT JAVA MEDIANET TEKHNOLOGI","ID","10-20Gbps","Balanced","",NA
"24163","UBBNET-AS-TW","UNION BROADBAND NETWORK","TW","","Not Disclosed","",NA
"20866","INTELECOM-AS","LLC Promsvyaz-Invest","RU","","","RU",2002-02-07
"132961","AKSHAYCMN-AS","RGV Akshay communication Pvt. Ltd.","IN","1-5Gbps","Mostly Inbound","",NA
"39442","UNICO-AS","JSC RDE ""Unico""","RU","","Not Disclosed","RU",2006-02-22
"268549","A. G. BRAGA E CIA LTDA","A. G. BRAGA E CIA LTDA","BR","","","BR",2018-09-21
"64236","UNREAL-SERVERS","UnReal Servers, LLC","US","","Not Disclosed","US",2016-01-15
"139996","IDNIC-KOMINFO_TBN-AS-ID","DINAS KOMUNIKASI DAN INFORMATIKA KABUPATEN TABANAN","ID","","","",NA
"27940","Cooperativa Colonia Caroya","Cooperativa Colonia Caroya","AR","20-50Gbps","Mostly Inbound","AR",2007-10-30
"209728","EXPERTTELECOM-AS","Expert Telecom LLC","RU","","","RU",2018-12-14
"42742","INTERKAMSERVICE-AS","InterkamService LLC","RU","","","RU",2007-04-10
"196925","AZRT-AS","AZERTELECOM LLC","AZ","500-1000Gbps","Balanced","AZ",2010-02-08
"22689","Sercomtel ParticipaiÂ¿Â½iÂ¿Â½es S.A.","Sercomtel ParticipaiÂ¿Â½iÂ¿Â½es S.A.","BR","20-50Gbps","Mostly Inbound","BR",2001-11-06
"12695","DINET-AS","LLC Digital Network","RU","100-200Gbps","Balanced","RU",1999-09-30
"206756","BELTELE_COM","Beltelecom LLC","RU","","","RU",2016-11-10
"28220","CABO SERVICOS DE TELECOMUNICACOES LTDA","CABO SERVICOS DE TELECOMUNICACOES LTDA","BR","50-100Gbps","Mostly Inbound","BR",2008-06-09
"271791","CABLE NORTE CA.","CABLE NORTE CA.","VE","","Not Disclosed","VE",2020-09-10
"39822","FOBOS-AS","Center for Information Technologies ""Fobos"" Ltd.","UA","","","UA",2006-04-28
"140174","MITHRILTELECOM-AS","Mithril Telecommunications Private Limited","IN","20-50Gbps","Mostly Inbound","",NA
"32244","LIQUIDWEB","Liquid Web, L.L.C","US","20-50Gbps","Heavy Outbound","US",2004-03-26
"3261","DIPT-AS","LLC ""FTICOM""","UA","","Balanced","UA",1994-10-18
"57491","MASISNET","KIM-RAY Ltd.","AM","","","AM",2011-11-10
"24822","OPCNET-HU-AS","HU","HU","","Not Disclosed","HU",2002-04-11
"37004","Suburban-Broadband-AS","Suburban Broadband Ltd","NG","","Not Disclosed","NG",2016-11-15
"51343","FORCELINE-AS","Forceline ISP","RU","1-5Gbps","Mostly Inbound","RU",2010-07-27
"52661","Oliveira e Andrade InformiÂ¿Â½tica LTDA","Oliveira e Andrade InformiÂ¿Â½tica LTDA","BR","5-10Gbps","Not Disclosed","",NA
"267147","Trend Sistemas e Consultoria","Trend Sistemas e Consultoria","BR","","","BR",2018-01-15
"267762","WILBERGER CESAR GUSTAVO","WILBERGER CESAR GUSTAVO","AR","","","AR",2019-01-28
"135872","GTPLKCBPL-AS","GTPL KCBPL BROADBAND PVT LTD","IN","100-200Gbps","Heavy Inbound","",NA
"15491","SILKNET","JSC ""Silknet""","GE","","Not Disclosed","GE",2000-07-14
"63916","IPTELECOM-AS-AP","IPTELECOM Global","HK","50-100Gbps","Balanced","HK",2014-12-01
"266298","MWA INTERNET. COM LTDA - ME","MWA INTERNET. COM LTDA - ME","BR","5-10Gbps","Heavy Inbound","BR",2016-10-14
"18419","DADA-AS-TW","DaDa Broadband LTD.","TW","10-20Gbps","Balanced","",NA
"8374","PLUSNET","Plus network operator in Poland","PL","1-5Tbps","Mostly Inbound","PL",1997-07-07
"60729","ZWIEBELFREUNDE","Zwiebelfreunde e.V.","DE","5-10Gbps","Balanced","DE",2013-05-22
"264910","Alife LTDA.","Alife LTDA.","BR","5-10Gbps","Mostly Inbound","BR",2016-04-06
"49101","KTCT-ASN","KABELOVA TELEVIZE CZ s.r.o.","CZ","","Not Disclosed","CZ",2009-04-14
"12836","POISK","POISK-TELECOM LLC","RU","","","RU",2009-01-15
"14638","LCPRL","Liberty Communications of Puerto Rico LLC","US","200-300Gbps","Mostly Inbound","US",2005-11-04
"40021","NL-811-40021","Nubes, LLC","US","","Not Disclosed","US",2023-05-16
"132996","ThreesaInfoway-AS","Threesa Infoway Pvt.Ltd.","IN","20-50Gbps","Balanced","",NA
"206065","FDI","Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS","IR","","","IR",2017-03-31
"44884","DN-ROS-AS","Regional Online Systems Ltd.","UA","","","UA",2008-03-27
"51582","DCC-BG","Cifrova Kabelna Korporacia EOOD","BG","","","BG",2010-10-01
"268634","Brazilian TelecomunicaiÂ¿Â½iÂ¿Â½es Ltda - Me","Brazilian TelecomunicaiÂ¿Â½iÂ¿Â½es Ltda - Me","BR","","","",NA
"18233","PTTNET","Philippine Telegraph and Telephone Corporation,","PH","","Mostly Inbound","PH",2002-06-05
"42514","SIGNAL-AS","Zheleznogorsk, Russia","RU","","","RU",2007-03-05
"27884","CABLECOLOR S.A.","CABLECOLOR S.A.","HN","","Not Disclosed","HN",2007-03-08
"133070","EHL-AS-AP","EBN HOST LIMITED","BD","50-100Gbps","Balanced","BD",2023-11-12
"135777","NECONN-AS","Shreenortheast Connect And Services Pvt Ltd","IN","5-10Gbps","Mostly Inbound","",NA
"58640","NEXTRA-IN","NEXTRA TELESERVICES PVT. LTD.","IN","10-20Gbps","Not Disclosed","IN",2012-07-10
"137166","SATNECOM-AS","Satellite Netcom Private Limited","IN","200-300Gbps","","",NA
"11432","Telium TelecomunicaiÂ¿Â½iÂ¿Â½es Ltda","Telium TelecomunicaiÂ¿Â½iÂ¿Â½es Ltda","BR","500-1000Gbps","Balanced","BR",1999-11-17
"50538","Petros","OOO ""Petrosvyaz""","RU","","Not Disclosed","RU",2010-02-05
"59424","OOO-HAS-TELEKOM-AS","OOO HAS-TELEKOM","RU","","","RU",2012-07-09
"52015","DANCER-AS","DANCER ISP AS","RU","20-50Gbps","Mostly Inbound","RU",2010-12-15
